2011CE18, 3, CE605, CORE
2011CE01, 3, CE605, CORE
2011CE02, 3, CE605, CORE
2011CE03, 3, CE605, CORE
2011CE04, 3, CE605, CORE
2011CE05, 3, CE605, CORE
2011CE08, 3, CE605, CORE
2011CE09, 3, CE605, CORE
2011CE10, 3, CE605, CORE
2011CE11, 3, CE605, CORE
2011CE12, 3, CE605, CORE
2011CE13, 3, CE605, CORE
2011CE14, 3, CE605, CORE
2011CE15, 3, CE605, CORE
2011CE17, 3, CE605, CORE
2011CE18, 3, CE605, CORE
